ID,Benchmark,Data_Indices,Status,Error_Type
gsm8k_60_0,gsm8k,869_440_564,verified_incorrect,
gsm8k_62_0,gsm8k,863_722,verified_correct,
gsm8k_61_0,gsm8k,576_283_18,verified_incorrect,
gsm8k_61_1,gsm8k,576_283_18,verified_correct,
gsm8k_60_1,gsm8k,869_440_564,verified_incorrect,
gsm8k_63_0,gsm8k,531_111,verified_correct,
gsm8k_63_1,gsm8k,531_111,verified_incorrect,
gsm8k_64_0,gsm8k,562_449_848,verified_correct,
gsm8k_64_1,gsm8k,562_449_848,verified_incorrect,
gsm8k_66_1,gsm8k,127_834,verified_incorrect,
gsm8k_65_1,gsm8k,946_447,verified_correct,
gsm8k_66_0,gsm8k,127_834,verified_correct,
gsm8k_65_0,gsm8k,946_447,verified_correct,
gsm8k_68_1,gsm8k,645_501,verified_correct,
gsm8k_67_0,gsm8k,14_185_235,verified_incorrect,
gsm8k_68_0,gsm8k,645_501,verified_correct,
gsm8k_69_1,gsm8k,658_90_464,verified_incorrect,
gsm8k_67_1,gsm8k,14_185_235,verified_correct,
gsm8k_69_0,gsm8k,658_90_464,verified_incorrect,
gsm8k_72_1,gsm8k,255_596_31,verified_incorrect,
gsm8k_72_0,gsm8k,255_596_31,verified_correct,
gsm8k_71_1,gsm8k,470_924_666,verified_correct,
gsm8k_70_1,gsm8k,220_191_608,verified_incorrect,
gsm8k_70_0,gsm8k,220_191_608,verified_correct,
gsm8k_71_0,gsm8k,470_924_666,verified_correct,
gsm8k_74_0,gsm8k,315_16,verified_incorrect,
gsm8k_73_0,gsm8k,158_102,verified_correct,
gsm8k_73_1,gsm8k,158_102,verified_correct,
gsm8k_74_1,gsm8k,315_16,verified_correct,
gsm8k_75_1,gsm8k,889_812,verified_correct,
gsm8k_77_0,gsm8k,809_703_289,verified_correct,
gsm8k_76_0,gsm8k,284_925_323,verified_incorrect,
gsm8k_78_0,gsm8k,793_571,verified_correct,
gsm8k_76_1,gsm8k,284_925_323,verified_incorrect,
gsm8k_77_1,gsm8k,809_703_289,verified_incorrect,
gsm8k_75_0,gsm8k,889_812,verified_incorrect,
gsm8k_78_1,gsm8k,793_571,verified_incorrect,
gsm8k_79_0,gsm8k,797_551,verified_incorrect,
gsm8k_79_1,gsm8k,797_551,verified_incorrect,
gsm8k_80_0,gsm8k,787_199_332,verified_correct,
gsm8k_80_1,gsm8k,787_199_332,verified_incorrect,
gsm8k_81_0,gsm8k,878_55,verified_incorrect,
gsm8k_82_0,gsm8k,271_492,verified_correct,
gsm8k_81_1,gsm8k,878_55,verified_correct,
gsm8k_83_0,gsm8k,823_620,verified_correct,
gsm8k_82_1,gsm8k,271_492,verified_incorrect,
gsm8k_83_1,gsm8k,823_620,verified_incorrect,
gsm8k_84_1,gsm8k,420_196,verified_incorrect,
gsm8k_84_0,gsm8k,420_196,verified_incorrect,
gsm8k_85_1,gsm8k,242_952,verified_correct,
gsm8k_87_0,gsm8k,574_380,verified_correct,
gsm8k_85_0,gsm8k,242_952,verified_incorrect,
gsm8k_86_0,gsm8k,790_57,verified_incorrect,
gsm8k_87_1,gsm8k,574_380,verified_correct,
gsm8k_86_1,gsm8k,790_57,verified_incorrect,
gsm8k_88_0,gsm8k,522_208,verified_incorrect,
gsm8k_89_0,gsm8k,287_939_585,verified_incorrect,
gsm8k_88_1,gsm8k,522_208,verified_correct,
gsm8k_89_1,gsm8k,287_939_585,verified_incorrect,
gsm8k_92_0,gsm8k,995_970_540,verified_incorrect,
gsm8k_91_1,gsm8k,424_176,verified_correct,
gsm8k_92_1,gsm8k,995_970_540,verified_correct,
gsm8k_90_1,gsm8k,755_967,verified_correct,
gsm8k_91_0,gsm8k,424_176,verified_incorrect,
gsm8k_90_0,gsm8k,755_967,verified_correct,
gsm8k_93_0,gsm8k,974_74_125,verified_correct,
gsm8k_93_1,gsm8k,974_74_125,verified_correct,
gsm8k_94_1,gsm8k,738_837,verified_incorrect,
gsm8k_94_0,gsm8k,738_837,verified_correct,
gsm8k_97_0,gsm8k,868_942,verified_correct,
gsm8k_95_0,gsm8k,648_279,verified_incorrect,
gsm8k_95_1,gsm8k,648_279,verified_incorrect,
gsm8k_96_0,gsm8k,987_237_607,verified_incorrect,
gsm8k_98_0,gsm8k,319_317_145,verified_correct,
gsm8k_97_1,gsm8k,868_942,verified_incorrect,
gsm8k_96_1,gsm8k,987_237_607,verified_incorrect,
gsm8k_99_0,gsm8k,592_586_975,verified_correct,
gsm8k_99_1,gsm8k,592_586_975,verified_correct,
gsm8k_98_1,gsm8k,319_317_145,verified_incorrect,
gsm8k_100_1,gsm8k,354_866,verified_correct,
gsm8k_102_0,gsm8k,481_820,verified_incorrect,
gsm8k_103_0,gsm8k,46_454,verified_incorrect,
gsm8k_101_1,gsm8k,569_646,verified_correct,
gsm8k_101_0,gsm8k,569_646,verified_correct,
gsm8k_100_0,gsm8k,354_866,verified_correct,
gsm8k_102_1,gsm8k,481_820,verified_incorrect,
gsm8k_103_1,gsm8k,46_454,verified_incorrect,
gsm8k_104_0,gsm8k,393_743,verified_incorrect,
gsm8k_104_1,gsm8k,393_743,verified_correct,
gsm8k_107_1,gsm8k,803_83_418,verified_correct,
gsm8k_105_1,gsm8k,560_965,verified_incorrect,
gsm8k_106_0,gsm8k,129_768_259,verified_correct,
gsm8k_107_0,gsm8k,803_83_418,verified_correct,
gsm8k_105_0,gsm8k,560_965,verified_incorrect,
gsm8k_109_0,gsm8k,508_415_7,verified_incorrect,
gsm8k_108_0,gsm8k,342_861,verified_correct,
gsm8k_108_1,gsm8k,342_861,verified_incorrect,
gsm8k_106_1,gsm8k,129_768_259,verified_correct,
gsm8k_109_1,gsm8k,508_415_7,verified_correct,
gsm8k_111_0,gsm8k,641_94,verified_correct,
gsm8k_112_1,gsm8k,231_302,verified_incorrect,
gsm8k_112_0,gsm8k,231_302,verified_correct,
gsm8k_110_1,gsm8k,364_307_739,verified_correct,
gsm8k_110_0,gsm8k,364_307_739,verified_correct,
gsm8k_111_1,gsm8k,641_94,verified_correct,
gsm8k_114_0,gsm8k,215_507_350,verified_incorrect,
gsm8k_113_0,gsm8k,879_584_29,verified_correct,
gsm8k_113_1,gsm8k,879_584_29,verified_correct,
gsm8k_114_1,gsm8k,215_507_350,verified_incorrect,
gsm8k_117_0,gsm8k,365_899_651,verified_correct,
gsm8k_116_0,gsm8k,491_348,verified_incorrect,
gsm8k_115_0,gsm8k,384_647_135,verified_correct,
gsm8k_117_1,gsm8k,365_899_651,verified_correct,
gsm8k_115_1,gsm8k,384_647_135,verified_correct,
gsm8k_116_1,gsm8k,491_348,verified_correct,
gsm8k_118_0,gsm8k,335_601_387,verified_correct,
gsm8k_118_1,gsm8k,335_601_387,verified_correct,
gsm8k_119_0,gsm8k,566_298_466,verified_incorrect,
gsm8k_119_1,gsm8k,566_298_466,verified_correct,
gsm8k_120_1,gsm8k,674_9_953,execution_failed,TypeError
gsm8k_122_0,gsm8k,62_712_485,verified_correct,
gsm8k_122_1,gsm8k,62_712_485,verified_correct,
gsm8k_123_0,gsm8k,245_262_352,verified_incorrect,
gsm8k_121_0,gsm8k,706_175_948,verified_correct,
gsm8k_121_1,gsm8k,706_175_948,verified_incorrect,
gsm8k_120_0,gsm8k,674_9_953,verified_incorrect,
gsm8k_124_0,gsm8k,22_893,verified_correct,
gsm8k_123_1,gsm8k,245_262_352,verified_correct,
gsm8k_124_1,gsm8k,22_893,verified_incorrect,
gsm8k_126_0,gsm8k,580_173_520,verified_incorrect,
gsm8k_127_1,gsm8k,100_98,verified_correct,
gsm8k_125_0,gsm8k,548_856,verified_incorrect,
gsm8k_127_0,gsm8k,100_98,verified_correct,
gsm8k_126_1,gsm8k,580_173_520,verified_incorrect,
gsm8k_125_1,gsm8k,548_856,verified_incorrect,
gsm8k_128_0,gsm8k,860_650,verified_incorrect,
gsm8k_129_1,gsm8k,488_708,verified_correct,
gsm8k_128_1,gsm8k,860_650,verified_incorrect,
gsm8k_129_0,gsm8k,488_708,verified_incorrect,
gsm8k_131_1,gsm8k,436_24_789,verified_correct,
gsm8k_130_1,gsm8k,635_781_773,verified_incorrect,
gsm8k_130_0,gsm8k,635_781_773,verified_incorrect,
gsm8k_132_0,gsm8k,73_61,verified_correct,
gsm8k_132_1,gsm8k,73_61,verified_incorrect,
gsm8k_134_0,gsm8k,701_68,verified_correct,
gsm8k_131_0,gsm8k,436_24_789,verified_incorrect,
gsm8k_133_1,gsm8k,950_710,verified_incorrect,
gsm8k_133_0,gsm8k,950_710,verified_incorrect,
gsm8k_134_1,gsm8k,701_68,verified_incorrect,
gsm8k_135_0,gsm8k,900_336_932,verified_incorrect,
gsm8k_137_1,gsm8k,831_852,verified_correct,
gsm8k_136_0,gsm8k,864_341,verified_correct,
gsm8k_136_1,gsm8k,864_341,verified_correct,
gsm8k_137_0,gsm8k,831_852,verified_incorrect,
gsm8k_138_1,gsm8k,875_688_379,verified_incorrect,
gsm8k_138_0,gsm8k,875_688_379,verified_correct,
gsm8k_139_0,gsm8k,957_696_187,verified_correct,
gsm8k_135_1,gsm8k,900_336_932,verified_incorrect,
gsm8k_139_1,gsm8k,957_696_187,verified_correct,
gsm8k_142_0,gsm8k,667_301_451,verified_correct,
gsm8k_140_0,gsm8k,169_228,verified_correct,
gsm8k_142_1,gsm8k,667_301_451,verified_incorrect,
gsm8k_141_1,gsm8k,883_2,verified_correct,
gsm8k_140_1,gsm8k,169_228,verified_correct,
gsm8k_143_1,gsm8k,225_749,verified_correct,
gsm8k_141_0,gsm8k,883_2,verified_incorrect,
gsm8k_144_1,gsm8k,550_681,verified_correct,
gsm8k_143_0,gsm8k,225_749,verified_incorrect,
gsm8k_144_0,gsm8k,550_681,verified_correct,
gsm8k_145_0,gsm8k,657_388,verified_correct,
gsm8k_146_0,gsm8k,927_642_610,verified_correct,
gsm8k_147_0,gsm8k,372_264_429,verified_incorrect,
gsm8k_145_1,gsm8k,657_388,verified_incorrect,
gsm8k_147_1,gsm8k,372_264_429,verified_incorrect,
gsm8k_146_1,gsm8k,927_642_610,verified_incorrect,
gsm8k_148_0,gsm8k,260_159,verified_incorrect,
gsm8k_148_1,gsm8k,260_159,verified_incorrect,
gsm8k_149_0,gsm8k,480_15,verified_correct,
gsm8k_149_1,gsm8k,480_15,verified_incorrect,
gsm8k_151_1,gsm8k,600_530,verified_incorrect,
gsm8k_150_0,gsm8k,404_637,verified_incorrect,
gsm8k_152_0,gsm8k,97_865_745,verified_correct,
gsm8k_150_1,gsm8k,404_637,verified_correct,
gsm8k_151_0,gsm8k,600_530,verified_incorrect,
gsm8k_153_1,gsm8k,552_964,verified_correct,
gsm8k_154_0,gsm8k,740_771_961,verified_incorrect,
gsm8k_153_0,gsm8k,552_964,verified_correct,
gsm8k_154_1,gsm8k,740_771_961,verified_correct,
gsm8k_152_1,gsm8k,97_865_745,verified_correct,
gsm8k_156_1,gsm8k,935_614_155,verified_incorrect,
gsm8k_155_0,gsm8k,840_613_842,verified_correct,
gsm8k_157_0,gsm8k,28_543_877,verified_correct,
gsm8k_157_1,gsm8k,28_543_877,verified_correct,
gsm8k_156_0,gsm8k,935_614_155,verified_correct,
gsm8k_155_1,gsm8k,840_613_842,verified_correct,
gsm8k_159_0,gsm8k,143_760,verified_incorrect,
gsm8k_158_1,gsm8k,563_119,verified_correct,
gsm8k_159_1,gsm8k,143_760,verified_incorrect,
gsm8k_158_0,gsm8k,563_119,verified_correct,
gsm8k_161_0,gsm8k,195_265_104,verified_incorrect,
gsm8k_160_0,gsm8k,928_278_715,verified_incorrect,
gsm8k_162_1,gsm8k,383_218_929,verified_correct,
gsm8k_162_0,gsm8k,383_218_929,verified_incorrect,
gsm8k_160_1,gsm8k,928_278_715,verified_incorrect,
gsm8k_164_0,gsm8k,182_200_137,verified_correct,
gsm8k_163_0,gsm8k,770_920,verified_correct,
gsm8k_161_1,gsm8k,195_265_104,verified_incorrect,
gsm8k_163_1,gsm8k,770_920,verified_correct,
gsm8k_164_1,gsm8k,182_200_137,verified_incorrect,
gsm8k_165_0,gsm8k,205_941,verified_incorrect,
gsm8k_166_0,gsm8k,821_467_545,verified_correct,
gsm8k_166_1,gsm8k,821_467_545,verified_correct,
gsm8k_165_1,gsm8k,205_941,verified_correct,
gsm8k_167_1,gsm8k,765_337_986,verified_incorrect,
gsm8k_167_0,gsm8k,765_337_986,verified_correct,
gsm8k_168_0,gsm8k,413_505_445,verified_incorrect,
gsm8k_169_0,gsm8k,189_622,verified_incorrect,
gsm8k_169_1,gsm8k,189_622,verified_incorrect,
gsm8k_168_1,gsm8k,413_505_445,verified_incorrect,
gsm8k_172_0,gsm8k,947_871,verified_incorrect,
gsm8k_171_0,gsm8k,147_459_535,verified_incorrect,
gsm8k_171_1,gsm8k,147_459_535,verified_correct,
gsm8k_172_1,gsm8k,947_871,verified_correct,
gsm8k_170_0,gsm8k,978_590,verified_correct,
gsm8k_170_1,gsm8k,978_590,verified_correct,
gsm8k_174_1,gsm8k,876_672,verified_correct,
gsm8k_174_0,gsm8k,876_672,verified_incorrect,
gsm8k_173_0,gsm8k,239_39_322,verified_incorrect,
gsm8k_173_1,gsm8k,239_39_322,verified_incorrect,
gsm8k_175_1,gsm8k,602_465,verified_incorrect,
gsm8k_176_1,gsm8k,699_762,verified_correct,
gsm8k_176_0,gsm8k,699_762,verified_incorrect,
gsm8k_177_0,gsm8k,26_338_396,verified_correct,
gsm8k_175_0,gsm8k,602_465,verified_incorrect,
gsm8k_177_1,gsm8k,26_338_396,verified_incorrect,
gsm8k_178_1,gsm8k,174_455,verified_correct,
gsm8k_179_0,gsm8k,538_923,verified_correct,
gsm8k_178_0,gsm8k,174_455,verified_correct,
gsm8k_179_1,gsm8k,538_923,verified_incorrect,
gsm8k_181_0,gsm8k,595_428_272,verified_correct,
gsm8k_180_0,gsm8k,841_282,verified_correct,
gsm8k_180_1,gsm8k,841_282,verified_correct,
gsm8k_181_1,gsm8k,595_428_272,verified_incorrect,
gsm8k_182_0,gsm8k,86_152_589,verified_incorrect,
gsm8k_182_1,gsm8k,86_152_589,verified_correct,
gsm8k_184_0,gsm8k,968_609,verified_correct,
gsm8k_183_0,gsm8k,832_471,verified_incorrect,
gsm8k_184_1,gsm8k,968_609,verified_correct,
gsm8k_183_1,gsm8k,832_471,verified_correct,
gsm8k_187_1,gsm8k,410_113,verified_incorrect,
gsm8k_185_0,gsm8k,568_234_439,verified_incorrect,
gsm8k_186_0,gsm8k,611_33,verified_incorrect,
gsm8k_186_1,gsm8k,611_33,verified_correct,
gsm8k_187_0,gsm8k,410_113,verified_correct,
gsm8k_185_1,gsm8k,568_234_439,verified_correct,
gsm8k_188_0,gsm8k,130_11_167,verified_correct,
gsm8k_189_1,gsm8k,141_728,verified_correct,
gsm8k_188_1,gsm8k,130_11_167,verified_incorrect,
gsm8k_189_0,gsm8k,141_728,verified_incorrect,
gsm8k_191_0,gsm8k,198_617_69,verified_incorrect,
gsm8k_190_0,gsm8k,990_511_499,verified_incorrect,
gsm8k_192_0,gsm8k,273_450,verified_incorrect,
gsm8k_190_1,gsm8k,990_511_499,verified_correct,
gsm8k_192_1,gsm8k,273_450,verified_correct,
gsm8k_191_1,gsm8k,198_617_69,verified_correct,
gsm8k_194_0,gsm8k,331_236_72,verified_incorrect,
gsm8k_193_0,gsm8k,107_981_266,verified_incorrect,
gsm8k_193_1,gsm8k,107_981_266,verified_correct,
